message,cod,city_id,calctime,cnt,dt,main.temp,main.feels_like,main.pressure,main.humidity,main.temp_min,main.temp_max,wind.speed,wind.deg,clouds.all,weather.id,weather.main,weather.description,weather.icon
Count: 168,200,2802435,0.006991055,168,1586966400,290.73,287.84,1021,39,288.71,292.59,2.1,50,0,800,Clear,clear sky,01d
Count: 168,200,2802435,0.006991055,168,1586970000,290.4,288.4,1020,59,288.15,292.59,2.6,50,0,800,Clear,clear sky,01d
Count: 168,200,2802435,0.006991055,168,1586973600,289.4,286.24,1020,38,287.04,291.48,2.1,70,90,804,Clouds,overcast clouds,04d
Count: 168,200,2802435,0.006991055,168,1586977200,287.15,284.31,1020,50,284.26,289.82,2.1,70,90,804,Clouds,overcast clouds,04n
Count: 168,200,2802435,0.006991055,168,1586980800,284.93,281.92,1020,54,282.59,287.59,2.1,70,90,804,Clouds,overcast clouds,04n
Count: 168,200,2802435,0.006991055,168,1586984400,283.98,281.89,1020,61,281.48,286.48,1.0,0,90,804,Clouds,overcast clouds,04n
Count: 168,200,2802435,0.006991055,168,1586988000,283.31,280.75,1019,61,280.93,285.93,1.5,20,20,801,Clouds,few clouds,02n
Count: 168,200,2802435,0.006991055,168,1586991600,282.57,279.82,1019,70,279.82,285.37,2.1,50,62,803,Clouds,broken clouds,04n
Count: 168,200,2802435,0.006991055,168,1586995200,281.81,279.7,1018,70,279.26,284.15,1.0,100,20,801,Clouds,few clouds,02n
Count: 168,200,2802435,0.006991055,168,1586998800,280.79,279.03,1018,75,278.15,283.15,0.5,10,90,804,Clouds,overcast clouds,04n
Count: 168,200,2802435,0.006991055,168,1587002400,280.15,277.49,1018,75,277.59,283.15,1.62,129,90,804,Clouds,overcast clouds,04n
Count: 168,200,2802435,0.006991055,168,1587006000,279.57,277.06,1017,80,277.15,282.04,1.5,40,90,804,Clouds,overcast clouds,04n
Count: 168,200,2802435,0.006991055,168,1587009600,279.56,277.81,1017,93,277.15,282.04,1.0,0,90,701,Mist,mist,50n
Count: 168,200,2802435,0.006991055,168,1587013200,279.12,277.42,1016,86,276.15,282.15,0.5,110,75,701,Mist,mist,50d
Count: 168,200,2802435,0.006991055,168,1587016800,279.31,277.29,1017,86,276.15,283.15,1.0,60,90,701,Mist,mist,50d
Count: 168,200,2802435,0.006991055,168,1587020400,282.53,280.55,1016,70,280.15,284.82,1.0,60,90,804,Clouds,overcast clouds,04d
Count: 168,200,2802435,0.006991055,168,1587024000,286.67,284.37,1016,47,284.15,289.26,1.0,60,29,802,Clouds,scattered clouds,03d
Count: 168,200,2802435,0.006991055,168,1587027600,289.57,287.08,1017,36,287.04,291.48,1.0,190,29,802,Clouds,scattered clouds,03d
Count: 168,200,2802435,0.006991055,168,1587031200,290.99,288.38,1016,31,289.26,292.15,1.0,190,29,802,Clouds,scattered clouds,03d
Count: 168,200,2802435,0.006991055,168,1587034800,293.37,290.85,1016,28,290.93,295.93,1.0,90,24,801,Clouds,few clouds,02d
Count: 168,200,2802435,0.006991055,168,1587038400,294.62,291.69,1015,21,292.04,296.48,1.0,90,75,803,Clouds,broken clouds,04d
Count: 168,200,2802435,0.006991055,168,1587042000,295.65,294.45,1015,39,293.15,297.59,1.0,90,90,804,Clouds,overcast clouds,04d
Count: 168,200,2802435,0.006991055,168,1587045600,296.44,295.88,1015,44,294.26,297.59,1.0,90,90,804,Clouds,overcast clouds,04d
Count: 168,200,2802435,0.006991055,168,1587049200,296.16,293.61,1015,27,293.71,298.15,1.5,0,75,803,Clouds,broken clouds,04d
Count: 168,200,2802435,0.006991055,168,1587052800,295.6,293.14,1014,29,292.59,298.15,1.5,250,65,803,Clouds,broken clouds,04d
Count: 168,200,2802435,0.006991055,168,1587056400,294.34,291.38,1014,43,291.48,296.48,3.6,210,80,500,Rain,light rain,10d
Count: 168,200,2802435,0.006991055,168,1587060000,292.94,288.5,1015,32,289.82,295.37,4.1,10,90,804,Clouds,overcast clouds,04d
Count: 168,200,2802435,0.006991055,168,1587063600,290.4,287.09,1015,55,287.04,292.59,4.1,10,90,804,Clouds,overcast clouds,04n
Count: 168,200,2802435,0.006991055,168,1587067200,288.32,286.02,1015,62,285.37,291.15,2.6,20,90,804,Clouds,overcast clouds,04n
Count: 168,200,2802435,0.006991055,168,1587070800,287.14,284.58,1016,62,284.26,290.15,2.6,20,90,804,Clouds,overcast clouds,04n
Count: 168,200,2802435,0.006991055,168,1587074400,286.32,283.09,1016,66,284.15,288.71,3.6,20,45,802,Clouds,scattered clouds,03n
Count: 168,200,2802435,0.006991055,168,1587078000,285.54,282.28,1016,54,283.15,287.59,2.6,360,22,801,Clouds,few clouds,02n
Count: 168,200,2802435,0.006991055,168,1587081600,284.83,281.17,1017,71,283.15,286.48,4.1,40,22,801,Clouds,few clouds,02n
Count: 168,200,2802435,0.006991055,168,1587085200,283.91,280.27,1017,76,282.04,285.93,4.1,40,11,801,Clouds,few clouds,02n
Count: 168,200,2802435,0.006991055,168,1587088800,283.19,279.61,1017,81,281.48,284.82,4.1,50,2,800,Clear,clear sky,01n
Count: 168,200,2802435,0.006991055,168,1587092400,282.5,278.57,1017,76,280.93,284.26,4.1,40,40,802,Clouds,scattered clouds,03n
Count: 168,200,2802435,0.006991055,168,1587096000,281.54,276.86,1017,70,279.82,283.15,4.6,50,2,800,Clear,clear sky,01n
Count: 168,200,2802435,0.006991055,168,1587099600,280.94,278.15,1017,87,279.26,282.59,2.6,30,5,800,Clear,clear sky,01d
Count: 168,200,2802435,0.006991055,168,1587103200,281.17,276.78,1018,70,279.82,282.59,4.1,40,5,800,Clear,clear sky,01d
Count: 168,200,2802435,0.006991055,168,1587106800,282.43,277.91,1018,70,280.93,284.26,4.6,50,5,800,Clear,clear sky,01d
Count: 168,200,2802435,0.006991055,168,1587110400,283.94,279.18,1018,66,282.04,285.93,5.1,60,0,800,Clear,clear sky,01d
Count: 168,200,2802435,0.006991055,168,1587114000,285.74,281.15,1018,62,284.15,287.59,5.1,60,0,800,Clear,clear sky,01d
Count: 168,200,2802435,0.006991055,168,1587117600,287.68,283.27,1017,58,285.37,289.82,5.1,60,0,800,Clear,clear sky,01d
Count: 168,200,2802435,0.006991055,168,1587121200,289.62,285.2,1017,51,287.04,292.04,5.1,60,20,801,Clouds,few clouds,02d
Count: 168,200,2802435,0.006991055,168,1587124800,291.15,286.64,1017,45,288.15,293.71,5.1,60,20,801,Clouds,few clouds,02d
Count: 168,200,2802435,0.006991055,168,1587128400,292.0,287.65,1016,45,289.26,294.26,5.1,60,0,800,Clear,clear sky,01d
Count: 168,200,2802435,0.006991055,168,1587132000,292.71,288.06,1016,39,289.82,295.37,5.1,40,20,801,Clouds,few clouds,02d
Count: 168,200,2802435,0.006991055,168,1587135600,292.81,289.6,1015,52,292.04,293.71,4.47,63,4,800,Clear,clear sky,01d
Count: 168,200,2802435,0.006991055,168,1587139200,292.53,290.04,1014,50,292.04,293.15,3.13,72,4,800,Clear,clear sky,01d
Count: 168,200,2802435,0.006991055,168,1587142800,291.66,289.05,1014,51,291.48,292.04,3.13,76,5,800,Clear,clear sky,01d
Count: 168,200,2802435,0.006991055,168,1587146400,290.32,288.12,1014,57,289.82,290.93,2.68,80,5,800,Clear,clear sky,01d
Count: 168,200,2802435,0.006991055,168,1587150000,288.25,286.76,1015,61,287.59,288.71,1.34,67,5,800,Clear,clear sky,01n
Count: 168,200,2802435,0.006991055,168,1587153600,286.58,284.94,1015,65,285.93,287.04,1.34,62,32,802,Clouds,scattered clouds,03n
Count: 168,200,2802435,0.006991055,168,1587157200,285.7,283.51,1015,64,285.37,285.93,1.79,70,32,802,Clouds,scattered clouds,03n
Count: 168,200,2802435,0.006991055,168,1587160800,285.0,282.5,1015,67,284.82,285.37,2.24,70,32,802,Clouds,scattered clouds,03n
Count: 168,200,2802435,0.006991055,168,1587164400,284.58,281.99,1015,67,284.26,284.82,2.24,71,48,802,Clouds,scattered clouds,03n
Count: 168,200,2802435,0.006991055,168,1587168000,284.2,281.63,1015,69,283.71,284.82,2.24,59,48,802,Clouds,scattered clouds,03n
Count: 168,200,2802435,0.006991055,168,1587171600,283.92,280.31,1014,68,283.15,284.82,3.58,82,42,802,Clouds,scattered clouds,03n
Count: 168,200,2802435,0.006991055,168,1587175200,282.95,281.16,1014,71,282.59,283.71,0.89,79,70,803,Clouds,broken clouds,04n
Count: 168,200,2802435,0.006991055,168,1587178800,282.0,280.53,1014,76,281.48,283.15,0.45,76,70,803,Clouds,broken clouds,04n
Count: 168,200,2802435,0.006991055,168,1587182400,281.29,279.21,1014,80,280.93,282.04,1.34,66,70,803,Clouds,broken clouds,04n
Count: 168,200,2802435,0.006991055,168,1587186000,281.29,279.52,1014,80,280.93,282.04,0.89,76,81,803,Clouds,broken clouds,04d
Count: 168,200,2802435,0.006991055,168,1587189600,281.72,279.09,1014,80,280.93,282.59,2.24,67,81,803,Clouds,broken clouds,04d
Count: 168,200,2802435,0.006991055,168,1587193200,282.96,280.44,1015,78,282.59,283.71,2.33,71,81,803,Clouds,broken clouds,04d
Count: 168,200,2802435,0.006991055,168,1587196800,283.65,281.26,1015,76,282.59,284.26,2.24,61,100,500,Rain,light rain,10d
Count: 168,200,2802435,0.006991055,168,1587200400,284.26,283.21,1015,75,284.26,284.26,0.45,60,100,500,Rain,light rain,10d
Count: 168,200,2802435,0.006991055,168,1587204000,282.32,279.88,1016,87,282.32,282.32,2.53,64,100,500,Rain,light rain,10d
Count: 168,200,2802435,0.006991055,168,1587207600,284.97,284.49,1016,84,284.26,285.93,0.45,211,100,500,Rain,light rain,10d
Count: 168,200,2802435,0.006991055,168,1587211200,285.11,283.74,1015,91,284.82,285.93,2.24,56,100,501,Rain,moderate rain,10d
Count: 168,200,2802435,0.006991055,168,1587214800,286.69,285.52,1016,86,286.48,287.04,2.24,277,100,500,Rain,light rain,10d
Count: 168,200,2802435,0.006991055,168,1587218400,286.87,286.17,1016,88,285.93,288.15,1.79,252,86,804,Clouds,overcast clouds,04d
Count: 168,200,2802435,0.006991055,168,1587222000,287.13,287.39,1016,87,286.48,287.59,0.45,332,86,804,Clouds,overcast clouds,04d
Count: 168,200,2802435,0.006991055,168,1587225600,287.31,287.32,1016,87,286.48,288.15,0.89,312,86,804,Clouds,overcast clouds,04d
