message,cod,city_id,calctime,cnt,dt,main.temp,main.feels_like,main.pressure,main.humidity,main.temp_min,main.temp_max,wind.speed,wind.deg,clouds.all,weather.id,weather.main,weather.description,weather.icon
Count: 168,200,2795100,0.00510687,168,1583233200,280.25,274.4,1002,75,279.15,281.48,6.2,230,75,803,Clouds,broken clouds,04d
Count: 168,200,2795100,0.00510687,168,1583236800,280.84,275.87,1002,75,279.82,282.04,5.1,220,95,500,Rain,light rain,10d
Count: 168,200,2795100,0.00510687,168,1583240400,280.79,275.81,1002,75,278.71,282.59,5.1,240,75,803,Clouds,broken clouds,04d
Count: 168,200,2795100,0.00510687,168,1583244000,281.31,275.47,1002,70,280.15,282.59,6.2,230,40,802,Clouds,scattered clouds,03d
Count: 168,200,2795100,0.00510687,168,1583247600,281.29,275.45,1003,70,280.93,282.04,6.2,260,75,803,Clouds,broken clouds,04d
Count: 168,200,2795100,0.00510687,168,1583251200,281.17,274.61,1003,70,280.15,282.04,7.2,230,75,803,Clouds,broken clouds,04d
Count: 168,200,2795100,0.00510687,168,1583254800,280.34,276.16,1004,70,278.71,282.04,3.6,250,75,803,Clouds,broken clouds,04d
Count: 168,200,2795100,0.00510687,168,1583258400,279.53,274.87,1005,70,278.15,280.93,4.1,240,75,803,Clouds,broken clouds,04n
Count: 168,200,2795100,0.00510687,168,1583262000,278.85,274.24,1006,75,276.48,280.37,4.1,230,62,500,Rain,light rain,10n
Count: 168,200,2795100,0.00510687,168,1583265600,278.72,274.62,1007,81,277.04,280.93,3.6,230,75,803,Clouds,broken clouds,04n
Count: 168,200,2795100,0.00510687,168,1583269200,279.04,275.35,1008,81,277.59,280.37,3.1,230,68,500,Rain,light rain,10n
Count: 168,200,2795100,0.00510687,168,1583272800,279.08,275.74,1008,81,277.04,280.93,2.6,230,75,803,Clouds,broken clouds,04n
Count: 168,200,2795100,0.00510687,168,1583276400,278.49,275.06,1009,93,277.04,280.37,3.1,260,20,801,Clouds,few clouds,02n
Count: 168,200,2795100,0.00510687,168,1583280000,278.06,274.55,1009,93,275.93,280.37,3.1,240,20,801,Clouds,few clouds,02n
Count: 168,200,2795100,0.00510687,168,1583283600,277.5,274.24,1010,93,275.93,280.15,2.6,240,29,802,Clouds,scattered clouds,03n
Count: 168,200,2795100,0.00510687,168,1583287200,276.81,273.77,1011,93,274.82,279.15,2.1,230,0,800,Clear,clear sky,01n
Count: 168,200,2795100,0.00510687,168,1583290800,276.5,274.18,1011,93,275.37,279.15,1.0,160,0,800,Clear,clear sky,01n
Count: 168,200,2795100,0.00510687,168,1583294400,275.9,272.71,1011,93,274.26,277.59,2.1,20,0,800,Clear,clear sky,01n
Count: 168,200,2795100,0.00510687,168,1583298000,275.72,273.27,1011,93,274.26,277.15,1.0,0,50,802,Clouds,scattered clouds,03n
Count: 168,200,2795100,0.00510687,168,1583301600,275.57,272.33,1011,93,274.26,277.15,2.1,210,50,802,Clouds,scattered clouds,03n
Count: 168,200,2795100,0.00510687,168,1583305200,275.58,271.87,1011,93,274.15,277.04,2.78,221,50,701,Mist,mist,50d
Count: 168,200,2795100,0.00510687,168,1583308800,276.67,273.79,1011,100,275.15,278.15,2.1,170,100,804,Clouds,overcast clouds,04d
Count: 168,200,2795100,0.00510687,168,1583312400,278.4,275.86,1011,100,277.15,279.26,2.1,170,100,804,Clouds,overcast clouds,04d
Count: 168,200,2795100,0.00510687,168,1583316000,279.56,276.5,1011,87,278.15,280.37,2.6,170,75,803,Clouds,broken clouds,04d
Count: 168,200,2795100,0.00510687,168,1583319600,280.57,277.01,1011,87,279.15,282.04,3.6,180,100,500,Rain,light rain,10d
Count: 168,200,2795100,0.00510687,168,1583323200,281.36,277.74,1011,81,280.15,282.59,3.6,170,75,803,Clouds,broken clouds,04d
Count: 168,200,2795100,0.00510687,168,1583326800,282.23,277.67,1010,70,280.93,283.15,4.6,190,75,803,Clouds,broken clouds,04d
Count: 168,200,2795100,0.00510687,168,1583330400,282.03,276.17,1009,66,281.15,282.59,6.2,190,75,803,Clouds,broken clouds,04d
Count: 168,200,2795100,0.00510687,168,1583334000,281.89,275.65,1009,66,280.93,282.59,6.7,190,75,803,Clouds,broken clouds,04d
Count: 168,200,2795100,0.00510687,168,1583337600,281.45,275.81,1008,65,280.37,282.59,5.7,180,90,804,Clouds,overcast clouds,04d
Count: 168,200,2795100,0.00510687,168,1583341200,280.67,276.37,1007,75,280.37,281.15,4.1,160,99,500,Rain,light rain,10d
Count: 168,200,2795100,0.00510687,168,1583344800,279.8,275.19,1007,81,279.26,280.37,4.6,170,99,500,Rain,light rain,10n
Count: 168,200,2795100,0.00510687,168,1583348400,279.22,274.88,1007,93,278.71,279.82,4.6,140,99,500,Rain,light rain,10n
Count: 168,200,2795100,0.00510687,168,1583352000,279.21,274.87,1006,93,278.71,279.82,4.6,140,100,301,Drizzle,drizzle,09n
Count: 168,200,2795100,0.00510687,168,1583355600,279.07,274.35,1005,93,278.71,279.82,5.1,130,100,500,Rain,light rain,10n
Count: 168,200,2795100,0.00510687,168,1583359200,279.0,274.48,1004,100,278.71,279.26,5.1,140,100,701,Mist,mist,50n
Count: 168,200,2795100,0.00510687,168,1583362800,279.07,274.57,1003,100,278.71,279.82,5.1,150,100,701,Mist,mist,50n
Count: 168,200,2795100,0.00510687,168,1583366400,279.02,274.99,1002,93,278.15,279.82,4.1,110,100,500,Rain,light rain,10n
Count: 168,200,2795100,0.00510687,168,1583370000,279.35,274.69,1001,93,278.15,280.37,5.1,170,90,804,Clouds,overcast clouds,04n
Count: 168,200,2795100,0.00510687,168,1583373600,279.68,275.43,1000,93,278.71,280.93,4.6,170,90,701,Mist,mist,50n
Count: 168,200,2795100,0.00510687,168,1583377200,280.0,277.22,999,93,278.71,281.48,2.6,120,100,500,Rain,light rain,10n
Count: 168,200,2795100,0.00510687,168,1583380800,280.09,276.16,998,100,278.71,280.93,4.6,170,90,701,Mist,mist,50n
Count: 168,200,2795100,0.00510687,168,1583384400,280.14,276.57,997,100,278.71,281.48,4.1,150,90,701,Mist,mist,50n
Count: 168,200,2795100,0.00510687,168,1583388000,280.15,276.58,996,100,278.71,280.93,4.1,150,90,701,Mist,mist,50n
Count: 168,200,2795100,0.00510687,168,1583391600,280.19,277.33,995,100,279.15,280.93,3.1,130,90,701,Mist,mist,50d
Count: 168,200,2795100,0.00510687,168,1583395200,280.4,277.24,995,100,279.82,280.93,3.6,120,90,701,Mist,mist,50d
Count: 168,200,2795100,0.00510687,168,1583398800,280.81,277.85,994,93,280.15,281.48,3.1,120,100,701,Mist,mist,50d
Count: 168,200,2795100,0.00510687,168,1583402400,280.83,277.77,992,100,280.15,281.48,3.6,110,100,701,Mist,mist,50d
Count: 168,200,2795100,0.00510687,168,1583406000,281.02,278.0,992,100,279.26,282.04,3.6,130,100,701,Mist,mist,50d
Count: 168,200,2795100,0.00510687,168,1583409600,281.04,278.38,991,100,279.82,282.04,3.1,100,100,500,Rain,light rain,10d
Count: 168,200,2795100,0.00510687,168,1583413200,281.04,275.86,988,100,279.82,282.04,6.7,90,100,500,Rain,light rain,10d
Count: 168,200,2795100,0.00510687,168,1583416800,280.98,276.13,987,100,279.82,281.48,6.2,90,100,500,Rain,light rain,10d
Count: 168,200,2795100,0.00510687,168,1583420400,280.79,276.01,985,93,279.82,282.04,5.7,80,100,500,Rain,light rain,10d
Count: 168,200,2795100,0.00510687,168,1583424000,280.63,276.82,985,100,279.82,281.48,4.6,110,100,701,Mist,mist,50d
Count: 168,200,2795100,0.00510687,168,1583427600,280.41,276.2,986,100,278.71,282.04,5.1,60,75,312,Drizzle,heavy intensity drizzle rain,09d
Count: 168,200,2795100,0.00510687,168,1583431200,280.13,276.56,984,100,278.71,281.48,4.1,80,100,500,Rain,light rain,10n
Count: 168,200,2795100,0.00510687,168,1583434800,279.84,277.25,984,100,278.71,281.48,2.6,60,100,500,Rain,light rain,10n
Count: 168,200,2795100,0.00510687,168,1583438400,279.39,272.43,988,100,278.71,280.93,8.7,40,75,312,Drizzle,heavy intensity drizzle rain,09n
Count: 168,200,2795100,0.00510687,168,1583442000,279.01,273.51,984,93,278.15,280.15,6.2,10,90,804,Clouds,overcast clouds,04n
Count: 168,200,2795100,0.00510687,168,1583445600,278.6,272.32,986,93,277.59,279.26,7.2,340,100,500,Rain,light rain,10n
Count: 168,200,2795100,0.00510687,168,1583449200,278.53,272.24,987,93,278.15,279.26,7.2,330,100,500,Rain,light rain,10n
Count: 168,200,2795100,0.00510687,168,1583452800,278.45,271.79,988,93,278.15,279.26,7.7,310,90,500,Rain,light rain,10n
Count: 168,200,2795100,0.00510687,168,1583456400,278.73,273.34,992,87,277.59,280.37,5.7,350,100,500,Rain,light rain,10n
Count: 168,200,2795100,0.00510687,168,1583460000,279.0,272.8,991,93,277.59,280.37,7.2,310,90,500,Rain,light rain,10n
Count: 168,200,2795100,0.00510687,168,1583463600,279.51,274.46,991,93,278.71,280.37,5.7,310,90,701,Mist,mist,50n
Count: 168,200,2795100,0.00510687,168,1583467200,279.51,273.76,992,93,278.71,280.15,6.7,300,90,500,Rain,light rain,10n
Count: 168,200,2795100,0.00510687,168,1583470800,279.54,272.74,993,93,278.71,280.15,8.2,310,90,310,Drizzle,light intensity drizzle rain,09n
Count: 168,200,2795100,0.00510687,168,1583474400,279.48,272.83,995,87,278.71,280.15,7.7,310,100,301,Drizzle,drizzle,09n
