message,cod,city_id,calctime,cnt,dt,main.temp,main.feels_like,main.pressure,main.humidity,main.temp_min,main.temp_max,wind.speed,wind.deg,clouds.all,weather.id,weather.main,weather.description,weather.icon
Count: 168,200,2783941,0.005435244,168,1586376000,289.63,287.5,1023,36,286.48,292.15,0.5,360,84,803,Clouds,broken clouds,04n
Count: 168,200,2783941,0.005435244,168,1586379600,287.97,286.28,1023,48,285.37,291.15,0.5,0,84,803,Clouds,broken clouds,04n
Count: 168,200,2783941,0.005435244,168,1586383200,287.32,285.05,1023,39,284.82,290.15,0.5,0,84,803,Clouds,broken clouds,04n
Count: 168,200,2783941,0.005435244,168,1586386800,286.81,284.12,1023,39,283.71,290.15,1,0,92,804,Clouds,overcast clouds,04n
Count: 168,200,2783941,0.005435244,168,1586390400,286.7,285.98,1023,71,284.26,289.15,0.5,300,92,804,Clouds,overcast clouds,04n
Count: 168,200,2783941,0.005435244,168,1586394000,286.22,284.69,1023,71,284.15,288.15,1.5,330,74,803,Clouds,broken clouds,04n
Count: 168,200,2783941,0.005435244,168,1586397600,285.01,283.79,1023,76,282.15,287.15,1,330,75,803,Clouds,broken clouds,04n
Count: 168,200,2783941,0.005435244,168,1586401200,284.08,282.1,1023,81,281.48,287.15,2.1,350,75,803,Clouds,broken clouds,04n
Count: 168,200,2783941,0.005435244,168,1586404800,283.68,282.31,1023,71,281.15,286.15,0.5,0,75,803,Clouds,broken clouds,04n
Count: 168,200,2783941,0.005435244,168,1586408400,283.06,280.99,1023,81,281.15,285.37,1.89,3,62,803,Clouds,broken clouds,04d
Count: 168,200,2783941,0.005435244,168,1586412000,283.29,282.74,1024,93,281.15,285.93,0.5,0,62,701,Mist,mist,50d
Count: 168,200,2783941,0.005435244,168,1586415600,285.0,284.28,1024,87,283.15,287.04,1,0,62,803,Clouds,broken clouds,04d
Count: 168,200,2783941,0.005435244,168,1586419200,287.76,286.1,1025,76,286.15,289.82,2.6,60,5,800,Clear,clear sky,01d
Count: 168,200,2783941,0.005435244,168,1586422800,289.99,288.09,1025,62,288.15,291.48,2.6,70,0,800,Clear,clear sky,01d
Count: 168,200,2783941,0.005435244,168,1586426400,291.6,289.97,1025,55,290.15,293.15,2.1,40,0,800,Clear,clear sky,01d
Count: 168,200,2783941,0.005435244,168,1586430000,293.34,291.37,1025,45,291.15,295.37,2.1,70,0,800,Clear,clear sky,01d
Count: 168,200,2783941,0.005435244,168,1586433600,294.42,292.95,1025,43,293.15,295.93,1.5,20,0,800,Clear,clear sky,01d
Count: 168,200,2783941,0.005435244,168,1586437200,294.92,291.74,1025,43,293.71,296.48,4.1,20,0,800,Clear,clear sky,01d
Count: 168,200,2783941,0.005435244,168,1586440800,295.13,292.09,1025,40,294.15,296.48,3.6,40,0,800,Clear,clear sky,01d
Count: 168,200,2783941,0.005435244,168,1586444400,295.05,291.99,1024,40,293.71,296.48,3.6,40,0,800,Clear,clear sky,01d
Count: 168,200,2783941,0.005435244,168,1586448000,294.51,290.8,1024,42,293.15,295.93,4.6,40,5,800,Clear,clear sky,01d
Count: 168,200,2783941,0.005435244,168,1586451600,293.8,289.94,1024,42,292.59,294.82,4.6,40,0,800,Clear,clear sky,01d
Count: 168,200,2783941,0.005435244,168,1586455200,292.3,288.23,1024,48,291.15,293.71,5.1,40,0,800,Clear,clear sky,01d
Count: 168,200,2783941,0.005435244,168,1586458800,290.43,286.33,1025,48,289.15,291.48,4.6,50,0,800,Clear,clear sky,01n
Count: 168,200,2783941,0.005435244,168,1586462400,288.89,286.6,1026,54,287.04,290.37,2.1,70,0,800,Clear,clear sky,01n
Count: 168,200,2783941,0.005435244,168,1586466000,287.65,285.77,1026,66,285.93,289.26,2.1,60,0,800,Clear,clear sky,01n
Count: 168,200,2783941,0.005435244,168,1586469600,286.71,284.62,1026,66,284.82,288.15,2.1,70,0,800,Clear,clear sky,01n
Count: 168,200,2783941,0.005435244,168,1586473200,285.44,282.96,1026,71,283.71,287.04,2.6,50,35,802,Clouds,scattered clouds,03n
Count: 168,200,2783941,0.005435244,168,1586476800,284.79,282.75,1026,76,282.59,286.48,2.1,40,35,802,Clouds,scattered clouds,03n
Count: 168,200,2783941,0.005435244,168,1586480400,284.2,282.36,1026,66,282.59,285.93,1,60,38,802,Clouds,scattered clouds,03n
Count: 168,200,2783941,0.005435244,168,1586484000,283.35,281.42,1026,76,282.04,285.37,1.5,50,0,800,Clear,clear sky,01n
Count: 168,200,2783941,0.005435244,168,1586487600,282.55,280.8,1025,76,280.93,283.71,1,70,0,800,Clear,clear sky,01n
Count: 168,200,2783941,0.005435244,168,1586491200,281.95,279.92,1025,81,280.37,283.71,1.5,50,0,800,Clear,clear sky,01n
Count: 168,200,2783941,0.005435244,168,1586494800,281.55,279.02,1025,81,280.37,282.59,2.1,50,20,801,Clouds,few clouds,02d
Count: 168,200,2783941,0.005435244,168,1586498400,281.84,280.01,1026,87,280.15,283.15,1.5,60,0,800,Clear,clear sky,01d
Count: 168,200,2783941,0.005435244,168,1586502000,283.73,282.09,1026,81,282.15,285.37,1.5,60,0,800,Clear,clear sky,01d
Count: 168,200,2783941,0.005435244,168,1586505600,285.88,283.85,1026,71,284.15,287.59,2.1,50,0,800,Clear,clear sky,01d
Count: 168,200,2783941,0.005435244,168,1586509200,288.28,286.2,1026,66,286.15,289.82,2.6,50,0,800,Clear,clear sky,01d
Count: 168,200,2783941,0.005435244,168,1586512800,290.33,288.67,1026,59,289.15,292.04,2.1,30,0,800,Clear,clear sky,01d
Count: 168,200,2783941,0.005435244,168,1586516400,292.41,289.77,1026,48,291.15,294.26,3.1,80,0,800,Clear,clear sky,01d
Count: 168,200,2783941,0.005435244,168,1586520000,293.4,290.16,1026,42,292.15,294.82,3.6,70,0,800,Clear,clear sky,01d
Count: 168,200,2783941,0.005435244,168,1586523600,293.89,290.4,1025,42,293.15,295.37,4.1,40,0,800,Clear,clear sky,01d
Count: 168,200,2783941,0.005435244,168,1586527200,294.08,290.98,1024,42,293.15,295.37,3.6,40,7,800,Clear,clear sky,01d
Count: 168,200,2783941,0.005435244,168,1586530800,294.0,290.02,1024,40,293.15,295.37,4.6,40,7,800,Clear,clear sky,01d
Count: 168,200,2783941,0.005435244,168,1586534400,293.94,290.3,1024,40,292.59,295.37,4.1,60,7,800,Clear,clear sky,01d
Count: 168,200,2783941,0.005435244,168,1586538000,293.15,289.39,1024,45,292.04,294.82,4.6,50,27,802,Clouds,scattered clouds,03d
Count: 168,200,2783941,0.005435244,168,1586541600,291.65,288.29,1024,45,290.15,292.59,3.6,60,27,802,Clouds,scattered clouds,03d
Count: 168,200,2783941,0.005435244,168,1586545200,289.58,287.33,1024,58,287.15,290.93,2.6,50,27,802,Clouds,scattered clouds,03n
Count: 168,200,2783941,0.005435244,168,1586548800,287.86,285.46,1025,62,285.93,289.26,2.6,60,0,800,Clear,clear sky,01n
Count: 168,200,2783941,0.005435244,168,1586552400,286.67,284.57,1025,66,285.15,288.15,2.1,70,0,800,Clear,clear sky,01n
Count: 168,200,2783941,0.005435244,168,1586556000,285.73,282.89,1025,62,284.15,287.04,2.6,80,0,800,Clear,clear sky,01n
Count: 168,200,2783941,0.005435244,168,1586559600,284.71,281.67,1025,62,283.15,285.93,2.6,80,0,800,Clear,clear sky,01n
Count: 168,200,2783941,0.005435244,168,1586563200,283.98,281.54,1025,61,282.04,285.93,1.5,70,0,800,Clear,clear sky,01n
Count: 168,200,2783941,0.005435244,168,1586566800,282.76,280.31,1025,57,280.93,284.82,1,100,0,800,Clear,clear sky,01n
